condition,seed,step,grad_norm,loss,raw_reward,run
B,20260816,38,0.6232101917266846,-0.0069035980850458145,0.62109375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B1-GPU01267-seed20260816-attempt3
B,20260816,39,0.49050506949424744,0.008543052710592747,0.40625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B1-GPU01267-seed20260816-attempt3
B,20260817,0,2.7602903842926025,-0.007886980660259724,0.44140625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,1,0.5793234705924988,0.00012385645823087543,0.3203125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,2,0.6315371990203857,0.010395298711955547,0.48828125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,3,0.3681282699108124,0.03301849588751793,0.39453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,4,0.6795704364776611,0.02745025046169758,0.4296875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,5,0.7129818201065063,0.0028278380632400513,0.3515625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,6,0.6459104418754578,0.037297897040843964,0.515625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,7,0.7951655387878418,-0.0030044622253626585,0.2890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,8,0.6429036259651184,0.02712106890976429,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,9,0.3982057571411133,0.041706327348947525,0.421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,10,0.6968140602111816,0.029543645679950714,0.44921875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,11,0.8779623508453369,0.0014343725051730871,0.453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,12,0.47050410509109497,0.011719683185219765,0.3671875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,13,0.47031351923942566,0.08514145761728287,0.5078125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,14,0.35177525877952576,0.03660881519317627,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,15,0.4154990613460541,0.02410261519253254,0.4921875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,16,0.5306638479232788,0.0003302302211523056,0.49609375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,17,0.9289870858192444,0.04197186604142189,0.42578125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,18,1.270756483078003,0.01603897102177143,0.37109375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,19,0.6841323375701904,0.026416698470711708,0.375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,20,0.9330576062202454,-0.016183488070964813,0.48046875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,21,0.621405303478241,0.0018361995462328196,0.3671875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,22,0.35751873254776,-0.016900058835744858,0.31640625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,23,0.7542665004730225,-0.014334156177937984,0.28515625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,24,0.40014591813087463,0.01798744685947895,0.41015625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,25,0.4755542278289795,0.0009055822156369686,0.43359375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,26,0.4592970609664917,0.05735928565263748,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,27,0.4665921628475189,0.011776498518884182,0.5,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,28,0.5185763835906982,0.030008960515260696,0.390625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,29,0.6370179057121277,0.014245674014091492,0.41015625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,30,0.6065971255302429,0.018642403185367584,0.3984375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,31,0.7751550078392029,0.036152880638837814,0.53125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,32,0.45251333713531494,0.04169318452477455,0.3984375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,33,0.9118742942810059,0.016989264637231827,0.42578125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,34,1.0193886756896973,0.03357290104031563,0.421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,35,0.5737411975860596,0.026598958298563957,0.3125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,36,0.41577407717704773,0.02144905924797058,0.41015625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,37,0.5253522992134094,0.018464239314198494,0.41796875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,38,0.6528048515319824,0.019930114969611168,0.375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
B,20260817,39,1.791407585144043,-0.05296846851706505,0.5078125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-B2-GPU01267-seed20260817-attempt1
P,20260816,0,0.4729405343532562,0.021885205060243607,0.31640625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,1,0.5295196175575256,0.03654491901397705,0.375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,2,1.575691819190979,0.01941690966486931,0.5390625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,3,0.35747092962265015,-0.007692968472838402,0.1484375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,4,0.5637974739074707,-0.003757946426048875,0.26171875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,5,0.6574077010154724,0.019289309158921242,0.32421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,6,0.44566258788108826,-0.00298148300498724,0.4765625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,7,0.5316495299339294,0.03223445266485214,0.38671875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,8,0.8140038251876831,0.042023442685604095,0.3125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,9,0.5527770519256592,0.04901901260018349,0.48046875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,10,0.5284427404403687,-0.004423350561410189,0.5546875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,11,1.561697006225586,0.017107928171753883,0.453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,12,0.526813268661499,0.029104452580213547,0.37109375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,13,0.9332507848739624,-0.013619291596114635,0.33984375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,14,0.31992343068122864,-0.0063894446939229965,0.43359375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,15,0.4586181938648224,0.0021749415900558233,0.4296875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,16,0.393179714679718,0.004191843327134848,0.421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,17,0.4663388133049011,0.017029572278261185,0.3359375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,18,1.6172339916229248,0.024319294840097427,0.4140625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,19,1.1146173477172852,0.018690943717956543,0.44140625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,20,0.4738696217536926,-0.012374713085591793,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,21,0.7066768407821655,0.01751827821135521,0.3984375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,22,0.4950488805770874,0.00659859599545598,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,23,0.8662661910057068,-0.034701038151979446,0.234375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,24,0.8038854002952576,0.04433699697256088,0.3984375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,25,0.36424684524536133,-0.004955354146659374,0.3515625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,26,0.496289998292923,0.028196178376674652,0.49609375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,27,0.6089060306549072,-0.010121394880115986,0.4609375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,28,0.6345522999763489,0.029895776882767677,0.48828125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,29,0.627535343170166,0.010277565568685532,0.453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,30,0.5086640119552612,-0.0020217131823301315,0.37109375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,31,0.4774720370769501,0.004586010240018368,0.30859375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,32,0.6346595883369446,0.026090625673532486,0.4453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,33,0.867675244808197,0.010047533549368382,0.44921875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,34,0.5568360090255737,0.007228540722280741,0.609375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,35,0.5686536431312561,0.00447122985497117,0.375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,36,0.5462238192558289,0.01280716061592102,0.35546875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,37,0.7333060503005981,0.01197870634496212,0.4609375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,38,0.5862743854522705,0.033727746456861496,0.6015625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260816,39,0.5540412068367004,0.018008951097726822,0.375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P1-GPU01267-seed20260816-attempt1
P,20260817,0,2.7640109062194824,-0.007886978797614574,0.44140625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,1,0.4308488368988037,-2.2280830307863653e-05,0.3203125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,2,0.7398115396499634,0.00816586334258318,0.484375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,3,0.3527854382991791,0.033995695412158966,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,4,0.5030105113983154,0.032886143773794174,0.390625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,5,0.6556617021560669,0.0377010777592659,0.37109375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,6,0.7234382629394531,0.005457190331071615,0.49609375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,7,0.7995889782905579,0.012613939121365547,0.31640625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,8,0.42740944027900696,0.020417576655745506,0.3828125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,9,0.48466211557388306,0.03388126939535141,0.41015625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,10,0.5708556175231934,0.003057429101318121,0.4453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,11,0.6612260937690735,0.0075317807495594025,0.5,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,12,1.0779743194580078,-0.037975482642650604,0.34375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,13,0.687943160533905,0.0633721798658371,0.51953125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,14,0.41971448063850403,0.024807997047901154,0.421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,15,0.4858563542366028,0.04377193748950958,0.453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,16,0.35890820622444153,0.026464229449629784,0.4921875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,17,0.7046846151351929,0.022650450468063354,0.4140625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,18,2.7423908710479736,0.018046656623482704,0.35546875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,19,2.1464362144470215,0.004594968166202307,0.390625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,20,0.5370921492576599,-0.0011166563490405679,0.5078125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,21,0.48108991980552673,0.0272072646766901,0.3828125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,22,0.4602321684360504,0.06103434041142464,0.2890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,23,1.0165218114852905,-0.03124105930328369,0.296875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,24,1.0365668535232544,0.01909361034631729,0.421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,25,3.2474284172058105,-0.0033748229034245014,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,26,0.4717111885547638,0.05393484979867935,0.41015625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,27,0.4742216169834137,0.011475887149572372,0.51171875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,28,0.704470157623291,0.019410425797104836,0.3671875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,29,0.5298402309417725,0.012227463535964489,0.375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,30,0.4461480975151062,0.042198970913887024,0.37890625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,31,0.776177704334259,0.046349991112947464,0.48046875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,32,0.6546857953071594,0.03304167091846466,0.37109375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,33,0.5368762016296387,-0.011446693912148476,0.42578125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,34,0.9210311770439148,0.041022077202796936,0.421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,35,0.5244991779327393,0.01295415312051773,0.3046875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,36,0.5175149440765381,0.00398045452311635,0.39453125,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,37,0.49947023391723633,0.0135958855971694,0.3984375,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,38,0.5015979409217834,0.03426378592848778,0.32421875,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
P,20260817,39,0.7766110301017761,-0.02237117290496826,0.47265625,STEADY40-ALL-IDLE-e2be8cd-20260817-210540-GPU01267-P2-GPU01267-seed20260817-attempt1
